diff_author_match,diff_genre_match,diff_intended_reader_match,diff_summary_match,diff_title_match,id1,id1>id2,id2,keyword,subject
0,0.0,0.0,-3.1854972999999998,-5.4045806,http://gihyo.jp/book/2012/978-4-7741-5110-6,0,http://gihyo.jp/book/2010/978-4-7741-4175-6,検索,Osugi
0,0.0,0.0,0.0,-6.254256,http://gihyo.jp/book/2012/978-4-7741-5110-6,0,http://gihyo.jp/book/2008/978-4-7741-3605-9,検索,Osugi
0,0.0,0.0,-1.5034013000000002,0.0,http://gihyo.jp/book/2012/978-4-7741-5110-6,0,http://gihyo.jp/book/2016/978-4-7741-8167-7,検索,Osugi
0,0.0,0.0,-2.3201790000000004,0.0,http://gihyo.jp/book/2012/978-4-7741-5110-6,0,http://gihyo.jp/book/2015/978-4-7741-7585-0,検索,Osugi
0,0.0,-5.0947356,0.0,0.0,http://gihyo.jp/book/2012/978-4-7741-5110-6,0,http://gihyo.jp/book/2008/978-4-7741-3432-1,検索,Osugi
0,0.0,-5.0947356,-1.0414754000000004,-5.4045806,http://gihyo.jp/book/2012/978-4-7741-5110-6,0,http://gihyo.jp/book/2014/978-4-7741-6163-1,検索,Osugi
0,0.0,0.0,-3.1854972999999998,-5.4045806,http://gihyo.jp/book/2009/978-4-7741-3703-2,0,http://gihyo.jp/book/2010/978-4-7741-4175-6,検索,Osugi
0,0.0,0.0,0.0,-6.254256,http://gihyo.jp/book/2009/978-4-7741-3703-2,0,http://gihyo.jp/book/2008/978-4-7741-3605-9,検索,Osugi
0,0.0,0.0,-1.5034013000000002,0.0,http://gihyo.jp/book/2009/978-4-7741-3703-2,0,http://gihyo.jp/book/2016/978-4-7741-8167-7,検索,Osugi
0,0.0,0.0,-2.3201790000000004,0.0,http://gihyo.jp/book/2009/978-4-7741-3703-2,0,http://gihyo.jp/book/2015/978-4-7741-7585-0,検索,Osugi
0,0.0,-5.0947356,0.0,0.0,http://gihyo.jp/book/2009/978-4-7741-3703-2,0,http://gihyo.jp/book/2008/978-4-7741-3432-1,検索,Osugi
0,0.0,-5.0947356,-1.0414754000000004,-5.4045806,http://gihyo.jp/book/2009/978-4-7741-3703-2,0,http://gihyo.jp/book/2014/978-4-7741-6163-1,検索,Osugi
0,0.0,0.0,3.1854972999999998,5.4045806,http://gihyo.jp/book/2010/978-4-7741-4175-6,1,http://gihyo.jp/book/2016/978-4-7741-8125-7,検索,Osugi
0,0.0,0.0,3.1854972999999998,-0.8496753999999997,http://gihyo.jp/book/2010/978-4-7741-4175-6,1,http://gihyo.jp/book/2008/978-4-7741-3605-9,検索,Osugi
0,0.0,0.0,3.6346133,5.4045806,http://gihyo.jp/book/2010/978-4-7741-4175-6,1,http://gihyo.jp/book/2012/978-4-7741-4980-6,検索,Osugi
0,0.0,0.0,1.6820959999999996,5.4045806,http://gihyo.jp/book/2010/978-4-7741-4175-6,1,http://gihyo.jp/book/2016/978-4-7741-8167-7,検索,Osugi
0,0.0,0.0,0.8653182999999993,5.4045806,http://gihyo.jp/book/2010/978-4-7741-4175-6,1,http://gihyo.jp/book/2015/978-4-7741-7585-0,検索,Osugi
0,0.0,-5.0947356,3.1854972999999998,5.4045806,http://gihyo.jp/book/2010/978-4-7741-4175-6,1,http://gihyo.jp/book/2008/978-4-7741-3432-1,検索,Osugi
0,0.0,0.0,0.0,-6.254256,http://gihyo.jp/book/2016/978-4-7741-8125-7,0,http://gihyo.jp/book/2008/978-4-7741-3605-9,検索,Osugi
0,0.0,0.0,-1.5034013000000002,0.0,http://gihyo.jp/book/2016/978-4-7741-8125-7,0,http://gihyo.jp/book/2016/978-4-7741-8167-7,検索,Osugi
0,0.0,0.0,-2.3201790000000004,0.0,http://gihyo.jp/book/2016/978-4-7741-8125-7,0,http://gihyo.jp/book/2015/978-4-7741-7585-0,検索,Osugi
0,0.0,-5.0947356,0.0,0.0,http://gihyo.jp/book/2016/978-4-7741-8125-7,0,http://gihyo.jp/book/2008/978-4-7741-3432-1,検索,Osugi
0,0.0,-5.0947356,-1.0414754000000004,-5.4045806,http://gihyo.jp/book/2016/978-4-7741-8125-7,0,http://gihyo.jp/book/2014/978-4-7741-6163-1,検索,Osugi
0,0.0,0.0,0.44911600000000007,6.254256,http://gihyo.jp/book/2008/978-4-7741-3605-9,1,http://gihyo.jp/book/2012/978-4-7741-4980-6,検索,Osugi
0,0.0,-5.0947356,0.0,6.254256,http://gihyo.jp/book/2008/978-4-7741-3605-9,0,http://gihyo.jp/book/2008/978-4-7741-3432-1,検索,Osugi
0,0.0,-5.0947356,-1.0414754000000004,0.8496753999999997,http://gihyo.jp/book/2008/978-4-7741-3605-9,0,http://gihyo.jp/book/2014/978-4-7741-6163-1,検索,Osugi
0,0.0,0.0,-1.9525173000000002,0.0,http://gihyo.jp/book/2012/978-4-7741-4980-6,0,http://gihyo.jp/book/2016/978-4-7741-8167-7,検索,Osugi
0,0.0,0.0,-2.7692950000000005,0.0,http://gihyo.jp/book/2012/978-4-7741-4980-6,0,http://gihyo.jp/book/2015/978-4-7741-7585-0,検索,Osugi
0,0.0,-5.0947356,-0.44911600000000007,0.0,http://gihyo.jp/book/2012/978-4-7741-4980-6,0,http://gihyo.jp/book/2008/978-4-7741-3432-1,検索,Osugi
0,0.0,-5.0947356,-1.4905914000000005,-5.4045806,http://gihyo.jp/book/2012/978-4-7741-4980-6,0,http://gihyo.jp/book/2014/978-4-7741-6163-1,検索,Osugi
0,0.0,-5.0947356,1.5034013000000002,0.0,http://gihyo.jp/book/2016/978-4-7741-8167-7,0,http://gihyo.jp/book/2008/978-4-7741-3432-1,検索,Osugi
0,0.0,-5.0947356,0.4619258999999998,-5.4045806,http://gihyo.jp/book/2016/978-4-7741-8167-7,0,http://gihyo.jp/book/2014/978-4-7741-6163-1,検索,Osugi
0,0.0,-5.0947356,2.3201790000000004,0.0,http://gihyo.jp/book/2015/978-4-7741-7585-0,0,http://gihyo.jp/book/2008/978-4-7741-3432-1,検索,Osugi
0,0.0,-5.0947356,1.2787036,-5.4045806,http://gihyo.jp/book/2015/978-4-7741-7585-0,0,http://gihyo.jp/book/2014/978-4-7741-6163-1,検索,Osugi
0,0.0,0.0,-1.0414754000000004,-5.4045806,http://gihyo.jp/book/2008/978-4-7741-3432-1,0,http://gihyo.jp/book/2014/978-4-7741-6163-1,検索,Osugi
0,-0.1922008500000001,-3.5267067,-2.9764388,-2.5814793,http://gihyo.jp/book/2007/978-4-7741-3227-3,0,http://gihyo.jp/book/2014/978-4-7741-6456-4,パソコン,Osugi
0,0.0,0.0,0.0,0.0,http://gihyo.jp/book/2007/978-4-7741-3227-3,1,http://gihyo.jp/book/2013/978-4-7741-5511-1,パソコン,Osugi
0,0.0,0.0,0.0,0.0,http://gihyo.jp/book/2007/978-4-7741-3227-3,1,http://gihyo.jp/book/2009/978-4-7741-3949-4,パソコン,Osugi
0,0.0,-2.1960845,-2.3690543,-2.5814793,http://gihyo.jp/book/2007/978-4-7741-3227-3,0,http://gihyo.jp/book/2010/978-4-7741-4298-2,パソコン,Osugi
0,0.09225414999999992,-1.9030205,0.0,0.0,http://gihyo.jp/book/2007/978-4-7741-3227-3,1,http://gihyo.jp/book/2012/978-4-7741-5110-6,パソコン,Osugi
0,0.1922008500000001,3.5267067,2.9764388,2.5814793,http://gihyo.jp/book/2014/978-4-7741-6456-4,1,http://gihyo.jp/book/2013/978-4-7741-5511-1,パソコン,Osugi
0,0.1922008500000001,3.5267067,2.9764388,2.5814793,http://gihyo.jp/book/2014/978-4-7741-6456-4,1,http://gihyo.jp/book/2013/978-4-7741-5889-1,パソコン,Osugi
0,0.1922008500000001,3.5267067,2.9764388,2.5814793,http://gihyo.jp/book/2014/978-4-7741-6456-4,1,http://gihyo.jp/book/2009/978-4-7741-3949-4,パソコン,Osugi
0,0.1922008500000001,1.3306222,0.6073844999999998,0.0,http://gihyo.jp/book/2014/978-4-7741-6456-4,1,http://gihyo.jp/book/2010/978-4-7741-4298-2,パソコン,Osugi
0,0.284455,1.6236862,2.9764388,2.5814793,http://gihyo.jp/book/2014/978-4-7741-6456-4,1,http://gihyo.jp/book/2012/978-4-7741-5110-6,パソコン,Osugi
0,0.1922008500000001,3.5267067,2.9764388,2.5814793,http://gihyo.jp/book/2014/978-4-7741-6456-4,1,http://gihyo.jp/book/2014/978-4-7741-6639-1,パソコン,Osugi
0,0.83823705,3.5267067,0.6073844999999998,2.5814793,http://gihyo.jp/book/2014/978-4-7741-6456-4,1,http://gihyo.jp/book/2013/978-4-7741-5748-1,パソコン,Osugi
0,0.1922008500000001,3.5267067,2.9764388,2.5814793,http://gihyo.jp/book/2014/978-4-7741-6456-4,1,http://gihyo.jp/book/2013/978-4-7741-5979-9,パソコン,Osugi
0,0.0,0.0,0.0,0.0,http://gihyo.jp/book/2013/978-4-7741-5511-1,0,http://gihyo.jp/book/2013/978-4-7741-5889-1,パソコン,Osugi
0,0.0,0.0,0.0,0.0,http://gihyo.jp/book/2013/978-4-7741-5511-1,1,http://gihyo.jp/book/2009/978-4-7741-3949-4,パソコン,Osugi
0,0.0,-2.1960845,-2.3690543,-2.5814793,http://gihyo.jp/book/2013/978-4-7741-5511-1,0,http://gihyo.jp/book/2010/978-4-7741-4298-2,パソコン,Osugi
0,0.0,0.0,0.0,0.0,http://gihyo.jp/book/2013/978-4-7741-5511-1,0,http://gihyo.jp/book/2014/978-4-7741-6639-1,パソコン,Osugi
0,0.6460362,0.0,-2.3690543,0.0,http://gihyo.jp/book/2013/978-4-7741-5511-1,0,http://gihyo.jp/book/2013/978-4-7741-5748-1,パソコン,Osugi
0,0.0,0.0,0.0,0.0,http://gihyo.jp/book/2013/978-4-7741-5511-1,0,http://gihyo.jp/book/2013/978-4-7741-5979-9,パソコン,Osugi
0,0.0,0.0,0.0,0.0,http://gihyo.jp/book/2013/978-4-7741-5889-1,1,http://gihyo.jp/book/2009/978-4-7741-3949-4,パソコン,Osugi
0,0.0,-2.1960845,-2.3690543,-2.5814793,http://gihyo.jp/book/2013/978-4-7741-5889-1,0,http://gihyo.jp/book/2010/978-4-7741-4298-2,パソコン,Osugi
0,0.09225414999999992,-1.9030205,0.0,0.0,http://gihyo.jp/book/2013/978-4-7741-5889-1,1,http://gihyo.jp/book/2012/978-4-7741-5110-6,パソコン,Osugi
0,0.0,-2.1960845,-2.3690543,-2.5814793,http://gihyo.jp/book/2009/978-4-7741-3949-4,0,http://gihyo.jp/book/2010/978-4-7741-4298-2,パソコン,Osugi
0,0.09225414999999992,-1.9030205,0.0,0.0,http://gihyo.jp/book/2009/978-4-7741-3949-4,0,http://gihyo.jp/book/2012/978-4-7741-5110-6,パソコン,Osugi
0,0.0,0.0,0.0,0.0,http://gihyo.jp/book/2009/978-4-7741-3949-4,0,http://gihyo.jp/book/2014/978-4-7741-6639-1,パソコン,Osugi
0,0.6460362,0.0,-2.3690543,0.0,http://gihyo.jp/book/2009/978-4-7741-3949-4,0,http://gihyo.jp/book/2013/978-4-7741-5748-1,パソコン,Osugi
0,0.0,0.0,0.0,0.0,http://gihyo.jp/book/2009/978-4-7741-3949-4,0,http://gihyo.jp/book/2013/978-4-7741-5979-9,パソコン,Osugi
0,0.09225414999999992,0.293064,2.3690543,2.5814793,http://gihyo.jp/book/2010/978-4-7741-4298-2,1,http://gihyo.jp/book/2012/978-4-7741-5110-6,パソコン,Osugi
0,0.0,2.1960845,2.3690543,2.5814793,http://gihyo.jp/book/2010/978-4-7741-4298-2,1,http://gihyo.jp/book/2014/978-4-7741-6639-1,パソコン,Osugi
0,0.6460362,2.1960845,0.0,2.5814793,http://gihyo.jp/book/2010/978-4-7741-4298-2,1,http://gihyo.jp/book/2013/978-4-7741-5748-1,パソコン,Osugi
0,0.0,2.1960845,2.3690543,2.5814793,http://gihyo.jp/book/2010/978-4-7741-4298-2,1,http://gihyo.jp/book/2013/978-4-7741-5979-9,パソコン,Osugi
0,-0.09225414999999992,1.9030205,0.0,0.0,http://gihyo.jp/book/2012/978-4-7741-5110-6,0,http://gihyo.jp/book/2014/978-4-7741-6639-1,パソコン,Osugi
0,0.55378205,1.9030205,-2.3690543,0.0,http://gihyo.jp/book/2012/978-4-7741-5110-6,0,http://gihyo.jp/book/2013/978-4-7741-5748-1,パソコン,Osugi
0,-0.09225414999999992,1.9030205,0.0,0.0,http://gihyo.jp/book/2012/978-4-7741-5110-6,0,http://gihyo.jp/book/2013/978-4-7741-5979-9,パソコン,Osugi
0,-0.9173024,2.208123,1.6418716,0.0,http://gihyo.jp/book/2009/978-4-7741-3949-4,0,http://gihyo.jp/book/2016/978-4-7741-7986-5,開発,Osugi
0,-1.0703378,2.208123,1.6418716,0.0,http://gihyo.jp/book/2009/978-4-7741-3949-4,1,http://gihyo.jp/book/2013/978-4-7741-5522-7,開発,Osugi
0,-0.9173024,0.3998986,1.6418716,0.0,http://gihyo.jp/book/2009/978-4-7741-3949-4,0,http://gihyo.jp/book/2013/978-4-7741-5828-0,開発,Osugi
0,-0.9173024,2.208123,1.6418716,0.0,http://gihyo.jp/book/2009/978-4-7741-3949-4,0,http://gihyo.jp/book/2016/978-4-7741-7802-8,開発,Osugi
0,-0.9173024,0.3998986,-0.46420510000000004,0.0,http://gihyo.jp/book/2009/978-4-7741-3949-4,0,http://gihyo.jp/book/2015/978-4-7741-7594-2,開発,Osugi
0,-1.1525334,2.208123,0.0,0.0,http://gihyo.jp/book/2009/978-4-7741-3949-4,0,http://gihyo.jp/book/2010/978-4-7741-4230-2,開発,Osugi
0,-0.7414794,2.208123,1.6418716,0.0,http://gihyo.jp/book/2009/978-4-7741-3949-4,0,http://gihyo.jp/book/2008/978-4-7741-3637-0,開発,Osugi
0,-0.15303539999999993,0.0,0.0,0.0,http://gihyo.jp/book/2016/978-4-7741-7986-5,1,http://gihyo.jp/book/2013/978-4-7741-5522-7,開発,Osugi
0,0.0,0.0,0.0,0.0,http://gihyo.jp/book/2016/978-4-7741-7986-5,0,http://gihyo.jp/book/2016/978-4-7741-7802-8,開発,Osugi
0,0.0,0.0,0.0,0.0,http://gihyo.jp/book/2016/978-4-7741-7986-5,1,http://gihyo.jp/book/2010/978-4-7741-4098-8,開発,Osugi
0,-0.15303539999999993,0.0,0.0,0.0,http://gihyo.jp/book/2016/978-4-7741-7986-5,1,http://gihyo.jp/book/2011/978-4-7741-4611-9,開発,Osugi
0,-0.23523100000000008,0.0,-1.6418716,0.0,http://gihyo.jp/book/2016/978-4-7741-7986-5,0,http://gihyo.jp/book/2010/978-4-7741-4230-2,開発,Osugi
0,0.17582299999999995,0.0,0.0,0.0,http://gihyo.jp/book/2016/978-4-7741-7986-5,0,http://gihyo.jp/book/2008/978-4-7741-3637-0,開発,Osugi
0,0.15303539999999993,-1.8082244,0.0,0.0,http://gihyo.jp/book/2013/978-4-7741-5522-7,0,http://gihyo.jp/book/2013/978-4-7741-5828-0,開発,Osugi
0,0.15303539999999993,0.0,0.0,0.0,http://gihyo.jp/book/2013/978-4-7741-5522-7,0,http://gihyo.jp/book/2016/978-4-7741-7802-8,開発,Osugi
0,0.15303539999999993,-1.8082244,-2.1060767,0.0,http://gihyo.jp/book/2013/978-4-7741-5522-7,0,http://gihyo.jp/book/2015/978-4-7741-7594-2,開発,Osugi
0,0.15303539999999993,0.0,0.0,0.0,http://gihyo.jp/book/2013/978-4-7741-5522-7,0,http://gihyo.jp/book/2010/978-4-7741-4098-8,開発,Osugi
0,0.0,0.0,0.0,0.0,http://gihyo.jp/book/2013/978-4-7741-5522-7,0,http://gihyo.jp/book/2011/978-4-7741-4611-9,開発,Osugi
0,-0.08219560000000015,0.0,-1.6418716,0.0,http://gihyo.jp/book/2013/978-4-7741-5522-7,0,http://gihyo.jp/book/2010/978-4-7741-4230-2,開発,Osugi
0,0.3288583999999999,0.0,0.0,0.0,http://gihyo.jp/book/2013/978-4-7741-5522-7,0,http://gihyo.jp/book/2008/978-4-7741-3637-0,開発,Osugi
0,0.0,1.8082244,0.0,0.0,http://gihyo.jp/book/2013/978-4-7741-5828-0,0,http://gihyo.jp/book/2016/978-4-7741-7802-8,開発,Osugi
0,0.0,1.8082244,0.0,0.0,http://gihyo.jp/book/2013/978-4-7741-5828-0,1,http://gihyo.jp/book/2010/978-4-7741-4098-8,開発,Osugi
0,-0.15303539999999993,1.8082244,0.0,0.0,http://gihyo.jp/book/2013/978-4-7741-5828-0,1,http://gihyo.jp/book/2011/978-4-7741-4611-9,開発,Osugi
0,-0.23523100000000008,1.8082244,-1.6418716,0.0,http://gihyo.jp/book/2013/978-4-7741-5828-0,0,http://gihyo.jp/book/2010/978-4-7741-4230-2,開発,Osugi
0,0.17582299999999995,1.8082244,0.0,0.0,http://gihyo.jp/book/2013/978-4-7741-5828-0,0,http://gihyo.jp/book/2008/978-4-7741-3637-0,開発,Osugi
0,0.0,-1.8082244,-2.1060767,0.0,http://gihyo.jp/book/2016/978-4-7741-7802-8,1,http://gihyo.jp/book/2015/978-4-7741-7594-2,開発,Osugi
0,0.0,0.0,0.0,0.0,http://gihyo.jp/book/2016/978-4-7741-7802-8,1,http://gihyo.jp/book/2010/978-4-7741-4098-8,開発,Osugi
0,-0.15303539999999993,0.0,0.0,0.0,http://gihyo.jp/book/2016/978-4-7741-7802-8,1,http://gihyo.jp/book/2011/978-4-7741-4611-9,開発,Osugi
0,-0.23523100000000008,0.0,-1.6418716,0.0,http://gihyo.jp/book/2016/978-4-7741-7802-8,0,http://gihyo.jp/book/2010/978-4-7741-4230-2,開発,Osugi
0,0.0,1.8082244,2.1060767,0.0,http://gihyo.jp/book/2015/978-4-7741-7594-2,1,http://gihyo.jp/book/2010/978-4-7741-4098-8,開発,Osugi
0,-0.15303539999999993,1.8082244,2.1060767,0.0,http://gihyo.jp/book/2015/978-4-7741-7594-2,1,http://gihyo.jp/book/2011/978-4-7741-4611-9,開発,Osugi
0,-0.23523100000000008,1.8082244,0.46420510000000004,0.0,http://gihyo.jp/book/2015/978-4-7741-7594-2,0,http://gihyo.jp/book/2010/978-4-7741-4230-2,開発,Osugi
0,0.17582299999999995,1.8082244,2.1060767,0.0,http://gihyo.jp/book/2015/978-4-7741-7594-2,0,http://gihyo.jp/book/2008/978-4-7741-3637-0,開発,Osugi
0,-0.23523100000000008,0.0,-1.6418716,0.0,http://gihyo.jp/book/2010/978-4-7741-4098-8,0,http://gihyo.jp/book/2010/978-4-7741-4230-2,開発,Osugi
0,0.17582299999999995,0.0,0.0,0.0,http://gihyo.jp/book/2010/978-4-7741-4098-8,0,http://gihyo.jp/book/2008/978-4-7741-3637-0,開発,Osugi
0,-0.08219560000000015,0.0,-1.6418716,0.0,http://gihyo.jp/book/2011/978-4-7741-4611-9,0,http://gihyo.jp/book/2010/978-4-7741-4230-2,開発,Osugi
0,0.3288583999999999,0.0,0.0,0.0,http://gihyo.jp/book/2011/978-4-7741-4611-9,0,http://gihyo.jp/book/2008/978-4-7741-3637-0,開発,Osugi
0,0.41105400000000003,0.0,1.6418716,0.0,http://gihyo.jp/book/2010/978-4-7741-4230-2,1,http://gihyo.jp/book/2008/978-4-7741-3637-0,開発,Osugi
